Name ,Link,Comment,Emotion,Tag
বৃষ্টিস্নাত তন্দ্রাস্পর্শী,https://www.facebook.com/Girlsshopbd270, অনেক অনেক অনেল ভালো লাগলো।লাভ ইউ নিশু ভাই এবং অমি ভাই।,Positive,2
বৃষ্টিস্নাত তন্দ্রাস্পর্শী,https://www.facebook.com/Girlsshopbd274, আসুন আমরা সবাই পাঁচ ওয়াক্ত নামাজ পরি জীবন টা সুন্দর করি,Positive,2
M Faruk Ahmed,https://www.facebook.com/Girlsshopbd275, নাটক অসাধারণ ছিলো,Positive,2
M Faruk Ahmed,https://www.facebook.com/Girlsshopbd276, নিশো ভাই প্রায় সবার প্রিয় একজন অভিনেতা। এমনকি আমার ও ভাল লাগে ওনাকে। বেশির ভাগ মানুষ ওনাকে ফলো করে। কিন্তু ওনার একটা জিনিস আমার খুব অপছন্দ ।  ওনি অভিভাবক এর সামনে উচ্চ সরে কথা বলে এটা দেখে আমরা কি শিখবো।  এটা প্রায় নাটকেই দেখা যায়। তবে নাটকের শেষের দিকে যে নামাজ পড়ার তাগিদ দিয়েছে ওটা অনেক ভাল লেগেছে।,Positive,2
M Faruk Ahmed,https://www.facebook.com/Girlsshopbd277, ভালো লাগলো অনেক,Positive,2
M Faruk Ahmed,https://www.facebook.com/Girlsshopbd278, সুন্দর মেসেজ,Positive,2
বৃষ্টিস্নাত তন্দ্রাস্পর্শী,https://www.facebook.com/groups/420146229762480, খুব ভাল  লাগলো মন থেকে বলছি।,Positive,2
বৃষ্টিস্নাত তন্দ্রাস্পর্শী,https://www.facebook.com/groups/420146229762480, অসাধারণ অসম্ভব সুন্দর একটি নাটক অনুভব করলাম,Positive,2
M Faruk Ahmed,https://www.facebook.com/groups/420146229762480, না নামাজ পড়ে যাইতে চাহি ...সেই সাহসী ভাই,Positive,2
Tahsin Ahmed,https://www.facebook.com/groups/420146229762480, নাটকটা সত্যি অসাধারণ যদি সময় পান তাহলে অবশ্যই দেখবেন,Positive,2
Saad Walid,https://www.facebook.com/groups/420146229762480, এইখানে কি  ত্রিরানবিতরণ কর্মসূচি চলতাসে ভালো সিলো. ..,Positive,2
রাকিব হাসান,https://www.facebook.com/groups/420146229762480, শেষের দিকে মুখের দাড়ি গুলা থাকলে ভালো লাগতো,Positive,2
রাকিব হাসান,https://www.facebook.com/groups/420146229762480, নিশো বস ভালোবাশা অবিরাম,Positive,2
রাকিব হাসান,https://www.facebook.com/groups/420146229762480, নাটক টা চম্তকার,Positive,2
A F M Khalid Hossain,https://www.facebook.com/groups/420146229762480, ভালো মেসেজ,Positive,2
A. J. Mohammad Ali‎ ,https://www.facebook.com/groups/420146229762480," সুন্দর একটা নাটক মন ছুয়ে গেলFrom kolkata,india",Positive,2
Abdul Gafur Hali‎ ,https://www.facebook.com/groups/420146229762480," নামাজের অংশটা একটা অন্য ধরনের ভালোলাগা তৈরি করেছে, অসাধারণ ভাইয়া",Positive,2
Abdul Kader Siddique‎ ,https://www.facebook.com/groups/420146229762480, ভালো থাকুক ভালোবাসার মানুষটা,Positive,2
Abdul Karim Sahityavisharad‎ ,https://www.facebook.com/groups/420146229762480, ভালোলাগার মতো,Positive,2
Abdul Kuddas Makhan‎,https://www.facebook.com/groups/420146229762480, খালিডেলে দেয় অসাধারণ  কথা ভাই,Positive,2
Abdul Mannan Bhuiyan‎ ,https://www.facebook.com/groups/420146229762480," অসাধারণ একটা গল্প,ধন্যবাদ সবাইকে...",Positive,2
Abdul Mannan Choudhury‎,https://www.facebook.com/groups/420146229762480, কাজল ভাই সেরা দিছেন,Positive,2
Abdul Matin Khasru‎,https://www.facebook.com/groups/420146229762480, অসাধারণ নাটক,Positive,2
Abdul Moyeen Khan‎ ,https://www.facebook.com/groups/420146229762480," খুব ভালো লাগছে,",Positive,2
Abdul Wahhab Miah,https://www.facebook.com/groups/420146229762480," নামাজ পড়ো,,,লাইফস্টাইল,,,চেঞ্জ কতাটা ভালো লাগছে",Positive,2
Abdullah Al-Muti‎ ,https://www.facebook.com/groups/420146229762480, অসাধারণ,Positive,2
Abm Abdullah‎ ,https://www.facebook.com/groups/420146229762480, অসাধারণ হইছে,Positive,2
Abdur Rouf‎ ,https://www.facebook.com/groups/420146229762480, নামাজের বিষয়টা সবচেয়ে বেশি ভালোলাগছে,Positive,2
Fazle Hasan Abed,https://www.facebook.com/groups/420146229762480, নাটকে নামাজ পড়ার দাওয়াত দেওয়া টা মাশা-আল্লাহ  ভালো লাগছে অনেক,Positive,2
Nazmul Abedeen Fahim‎ ,https://www.facebook.com/groups/420146229762480, নামাজ পরতে দেখে অনেক বেশি ভালো লাগেছে।ধন্যবাদ সবাইকে যারা এই নাটকের অভিনয় করেছেন ।।,Positive,2
Zainul Abedin‎ ,https://www.facebook.com/groups/420146229762480," অনেক বেশি ভালো লাগলো নাটক টা,,,শেষের কথা গুলা মন ছুঁয়ে যাওয়ার মতো",Positive,2
Abul Hasanat Abdullah‎ ,https://www.facebook.com/groups/420146229762480," এক কথায় অসাধারণ লাগছে নাটক টা  আর নামাজের অংশ টা খুব ভাল ছিল  ,,,,thanks  to for Kajal Arefin Ome vai",Positive,2
Abul Hasnat Muhammad Qamaruzzaman‎ ,https://www.facebook.com/groups/420146229762480, পরিচালকের প্রতি অনেক অনেক ভালো বাসা। ইসলামি মাইন্ড সেটাপ তুলে ধরার জন্য।,Positive,2
Abul Khair‎ ,https://www.facebook.com/groups/420146229762480," অসাধারণ  কাহিনি টা অনেকটাই বাস্তব মনে হলো।পাওয়া না পাওয়ার কাছে ভালবাসা, ভালো লাগাটা বিলীন হয়নি। ভালবাসা এভাবেই হওয়া উচিত",Positive,2
Abul Khair Abdullah‎ ,https://www.facebook.com/groups/420146229762480, মন ছুঁয়ে দিলে খুবি ভালো কাজ।।,Positive,2
Adil Hossain Nobel‎ ,https://www.facebook.com/groups/420146229762480," আফরান নিশো নাটক মানে অসাধারণ, এবং অনেক কিছু শেখার আছে",Positive,2
AFM Ruhal Haque‎ ,https://www.facebook.com/groups/420146229762480, ভালো লাগছে,Positive,2
AHM Mustafa Kamal‎ ,https://www.facebook.com/groups/420146229762480, অনেক দিন পর একটা ভালো নাটক দেখলাম অসাধারন  ধন্যবাদ সবাইকে এ নাটকে যারা কাজ করেচেন এমন ভালো কিছু সব সময় আসা করি,Positive,2
Ahmad Mostofa Kamal‎ ,https://www.facebook.com/groups/420146229762480," আফরান নিশো মানেই অসাধারণ কিছু,,  বিশেষ করে নামাজের ব্যাপারটা খুবই ভালো ছিলো,,,, আল্লাহ তায়ালা সবাইকে নামাজ পড়ার তৌফিক দান করুক",Positive,2
Imran Ahmad‎,https://www.facebook.com/groups/420146229762480," দারুন, শেষটা।",Positive,2
Oli Ahmad‎,https://www.facebook.com/groups/420146229762480, vai নাটকটি onk সুন্দর  হয়েছে ব্যাট নামাজের দাওয়াত টা  অনেক সুন্দর হয়েছে......দুয়া  করি সামনের নাটকটি  যেনো  এমন কিছু আসা করি,Positive,2
